INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Lon_Lat,X_COORD_NORM,Y_COORD_NORM,Longitude,Latitude
224465522,02/16/2021,20:58:00,MANHATTAN,13,0,HOSPITAL,FALSE,NA,NA,NA,18-24,M,BLACK,990769,208776,POINT (-73.97647696499997 40.73972433900008),-18685.5586374472,882.223092553759,-73.97647696500003,40.73972433900009
226705487,04/08/2021,18:15:00,MANHATTAN,6,0,NA,FALSE,18-24,M,BLACK,18-24,M,BLACK,984288,205504,POINT (-73.99986434 40.73074590600004),-25166.5586374472,-2389.77690744624,-73.99986434000002,40.73074590600001
226705487,04/08/2021,18:15:00,MANHATTAN,6,0,NA,FALSE,25-44,M,BLACK,18-24,M,BLACK,984288,205504,POINT (-73.99986434 40.73074590600004),-25166.5586374472,-2389.77690744624,-73.99986434000002,40.73074590600001
223240541,01/18/2021,20:39:00,MANHATTAN,9,0,NA,TRUE,NA,NA,NA,25-44,M,BLACK,989559,202085,POINT (-73.98084865299995 40.72135998800008),-19895.5586374472,-5808.77690744624,-73.98084865300001,40.721359988000096
232888020,08/29/2021,21:43:00,MANHATTAN,7,0,NA,FALSE,25-44,F,BLACK,25-44,M,BLACK,987050,201534,POINT (-73.98990037199997 40.71984877500006),-22404.5586374472,-6359.77690744624,-73.98990037200001,40.719848775000095
229995493,06/23/2021,23:18:00,MANHATTAN,13,0,NA,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,988886,207857,POINT (-73.98327259799999 40.737203099000055),-20568.5586374472,-36.7769074462412,-73.98327259800001,40.7372030990001
235498961,10/25/2021,16:57:00,MANHATTAN,13,1,NA,FALSE,25-44,M,BLACK,25-44,M,WHITE,986546,207135,POINT (-73.99171665499993 40.73522230400005),-22908.5586374472,-758.776907446241,-73.99171665499992,40.7352223040001
229347036,06/10/2021,00:22:00,MANHATTAN,10,0,NA,TRUE,25-44,M,BLACK,25-44,M,BLACK,983423,209491,POINT (-74.00298585099996 40.741689200000046),-26031.5586374472,1597.22309255376,-74.00298585100003,40.741689199999996
232623736,08/23/2021,17:40:00,MANHATTAN,14,0,NA,FALSE,25-44,M,BLACK,45-64,M,WHITE,986465,212195,POINT (-73.99200726699996 40.74911076500007),-22989.5586374472,4301.22309255376,-73.99200726700003,40.74911076500009
237630149,12/09/2021,12:00:00,MANHATTAN,9,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,989869,202646,POINT (-73.97972982599998 40.722899606000055),-19585.5586374472,-5247.77690744624,-73.97972982600002,40.7228996060001
226321042,03/30/2021,13:35:00,MANHATTAN,7,0,NA,FALSE,18-24,M,BLACK,18-24,M,BLACK,987721,202253,POINT (-73.98747935099993 40.72182201900005),-21733.5586374472,-5640.77690744624,-73.98747935099992,40.7218220190001
229188281,06/06/2021,04:22:00,MANHATTAN,13,0,NA,TRUE,25-44,M,BLACK,25-44,M,BLACK,990438,208520,POINT (-73.97767164799995 40.73902192000002),-19016.5586374472,626.223092553759,-73.97767164800001,40.73902192
227950666,05/09/2021,04:40:00,MANHATTAN,9,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK HISPANIC,987496,203963,POINT (-73.98829024399998 40.72651564100005),-21958.5586374472,-3930.77690744624,-73.98829024400003,40.72651564100009
226230157,03/28/2021,23:00:00,MANHATTAN,6,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,984234,204728,POINT (-74.00005917499993 40.728615975000025),-25220.5586374472,-3165.77690744624,-74.00005917499993,40.728615975
228162837,05/13/2021,23:30:00,MANHATTAN,6,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,984433,206172,POINT (-73.99934114399997 40.73257940100007),-25021.5586374472,-1721.77690744624,-73.99934114400004,40.7325794010001
231637054,08/01/2021,02:15:00,MANHATTAN,17,0,NA,FALSE,NA,NA,NA,25-44,M,ASIAN / PACIFIC ISLANDER,990119,209875,POINT (-73.97882159799997 40.74274127600006),-19335.5586374472,1981.22309255376,-73.97882159800002,40.742741276000096
233199172,09/06/2021,18:00:00,MANHATTAN,5,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,987094,202504,POINT (-73.98974123199997 40.72251117700006),-22360.5586374472,-5389.77690744624,-73.98974123200003,40.722511177000094
146877501,10/12/2015,04:03:00,MANHATTAN,13,0,NA,FALSE,25-44,M,BLACK,25-44,F,BLACK,987111.5625,208704.234375,POINT (-73.98967523599998 40.739529299000026),-22342.9961374472,810.457467553759,-73.98967523600002,40.739529299
74895036,10/04/2010,03:57:00,MANHATTAN,13,0,NA,TRUE,25-44,M,BLACK,25-44,M,BLACK,987269.25,208193.265625,POINT (-73.98910643499994 40.73812676400007),-22185.3086374472,299.488717553759,-73.98910643499991,40.73812676400011
90095199,04/13/2013,13:49:00,MANHATTAN,9,0,NA,FALSE,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,989298.875,202384.640625,POINT (-73.98178685699997 40.72218258100003),-20155.6836374472,-5509.13628244624,-73.98178685700002,40.72218258099999
157639146,10/16/2016,00:49:00,MANHATTAN,13,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,985716.0625,209910.578125,POINT (-73.99471076399993 40.74284075500003),-23738.4961374472,2016.80121755376,-73.99471076399995,40.74284075500001
16631460,05/23/2006,23:03:00,MANHATTAN,10,0,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,18-24,M,WHITE HISPANIC,982499.4375,211690.828125,POINT (-74.00631929199994 40.747727043000054),-26955.1211374472,3797.05121755376,-74.00631929199992,40.74772704300008
219527794,10/21/2020,03:37:00,MANHATTAN,10,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,984267,211939,POINT (-73.99994009499994 40.74840838700004),-25187.5586374472,4045.22309255376,-73.99994009499993,40.748408387
47812336,06/28/2008,05:01:00,MANHATTAN,6,0,RESTAURANT/DINER,FALSE,NA,NA,NA,25-44,F,BLACK,986175.9375,205173.171875,POINT (-73.99305253499995 40.72983765400005),-23278.6211374472,-2720.60503244624,-73.99305253500002,40.7298376540001
44445750,03/11/2008,22:55:00,MANHATTAN,7,0,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,BLACK HISPANIC,25-44,M,WHITE,988470.25,201467.984375,POINT (-73.98477682299995 40.71966701400004),-20984.3086374472,-6425.79253244624,-73.98477682300002,40.71966701400001
219687217,10/23/2020,23:15:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,<18,M,BLACK,984002.6875,211785.203125,POINT (-74.00089401199995 40.747986249000064),-25451.8711374472,3891.42621755376,-74.00089401200003,40.7479862490001
24418565,09/20/2006,15:46:00,MANHATTAN,14,0,COMMERCIAL BLDG,FALSE,UNKNOWN,M,BLACK,25-44,F,ASIAN / PACIFIC ISLANDER,988317.5625,212069.671875,POINT (-73.98532123899997 40.748766114000034),-21136.9961374472,4175.89496755376,-73.98532123900002,40.74876611399999
200994119,08/11/2019,02:17:00,MANHATTAN,13,0,BAR/NIGHT CLUB,FALSE,NA,NA,NA,18-24,M,BLACK,986432.0625,209221.84375,POINT (-73.99212710599994 40.74095020200008),-23022.4961374472,1328.06684255376,-73.99212710599991,40.7409502020001
65010708,08/23/2009,04:29:00,MANHATTAN,9,0,NA,TRUE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,989622.9375,205257.125,POINT (-73.98061545999997 40.730066663000066),-19831.6211374472,-2636.65190744624,-73.98061546000002,40.730066663000095
73940040,08/02/2010,03:02:00,MANHATTAN,9,0,NA,FALSE,18-24,M,BLACK,18-24,M,BLACK,990477,203734,POINT (-73.97753534299996 40.725885496000046),-18977.5586374472,-4159.77690744624,-73.97753534299993,40.72588549599999
154177371,06/21/2016,02:35:00,MANHATTAN,9,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,989421,202605.328125,POINT (-73.98134610299996 40.72278824500006),-20033.5586374472,-5288.44878244624,-73.98134610300004,40.72278824500011
145565704,08/21/2015,17:07:00,MANHATTAN,1,0,COMMERCIAL BLDG,TRUE,65+,M,WHITE,45-64,M,BLACK,982761.5,204594.59375,POINT (-74.00537192799999 40.72824968200007),-26693.0586374472,-3299.18315744624,-74.00537192800002,40.72824968200009
81228812,10/16/2011,23:20:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,25-44,M,BLACK,984133.625,212014.953125,POINT (-74.00042145599997 40.74861685800005),-25320.9336374472,4121.17621755376,-74.00042145600001,40.7486168580001
24900144,10/21/2006,02:27:00,MANHATTAN,9,0,NA,FALSE,UNKNOWN,M,UNKNOWN,25-44,M,BLACK HISPANIC,987624,203977,POINT (-73.98782842699995 40.72655401900005),-21830.5586374472,-3916.77690744624,-73.98782842700003,40.7265540190001
73725992,07/18/2010,05:03:00,MANHATTAN,1,0,BAR/NIGHT CLUB,TRUE,25-44,M,BLACK,25-44,M,BLACK,982190,203997,POINT (-74.00743370699996 40.726609317000054),-27264.5586374472,-3896.77690744624,-74.00743370700003,40.7266093170001
64804439,08/16/2009,17:48:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,982756.375,210140,POINT (-74.00539165099997 40.743470456000075),-26698.1836374472,2246.22309255376,-74.00539165100002,40.74347045600009
213748382,06/01/2020,23:20:00,MANHATTAN,6,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK HISPANIC,985830,206024,POINT (-73.99430050099994 40.73217303800004),-23624.5586374472,-1869.77690744624,-73.99430050099991,40.732173038
137109371,06/06/2014,08:30:00,MANHATTAN,13,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,45-64,F,BLACK,985697,211733.984375,POINT (-73.99477916399997 40.74784555200006),-23757.5586374472,3840.20746755376,-73.99477916400002,40.74784555200009
155609034,08/09/2016,03:28:00,MANHATTAN,7,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,987785.375,201740.734375,POINT (-73.98724737799995 40.72041594800004),-21669.1836374472,-6153.04253244624,-73.98724737800002,40.720415947999996
158843091,11/27/2016,23:10:00,MANHATTAN,14,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,985285.5625,212846.34375,POINT (-73.99626388799999 40.750898756000026),-24168.9961374472,4952.56684255376,-73.99626388800002,40.750898756
75258713,10/26/2010,20:56:00,MANHATTAN,7,0,NA,FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,988900.625,201538,POINT (-73.98322419099999 40.71985897500008),-20553.9336374472,-6355.77690744624,-73.98322419100003,40.7198589750001
215225154,07/12/2020,02:28:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,25-44,M,BLACK HISPANIC,989421,202605.328125,POINT (-73.98134610299996 40.72278824500006),-20033.5586374472,-5288.44878244624,-73.98134610300004,40.72278824500011
47024512,05/05/2008,04:10:00,MANHATTAN,10,0,NA,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK,984212.875,209053.609375,POINT (-74.00013541899995 40.74048871000008),-25241.6836374472,1159.83246755376,-74.00013541900002,40.740488710000086
146877501,10/12/2015,04:03:00,MANHATTAN,13,0,NA,FALSE,25-44,M,BLACK,25-44,F,WHITE,987111.5625,208704.234375,POINT (-73.98967523599998 40.739529299000026),-22342.9961374472,810.457467553759,-73.98967523600002,40.739529299
27415044,03/14/2007,21:26:00,MANHATTAN,6,0,NA,TRUE,25-44,M,WHITE,18-24,M,WHITE,984277.5625,205026.328125,POINT (-73.99990199999996 40.72943481300007),-25176.9961374472,-2867.44878244624,-73.99990200000005,40.7294348130001
58921843,02/19/2009,19:21:00,MANHATTAN,6,0,NA,FALSE,25-44,F,WHITE HISPANIC,45-64,M,BLACK,982050,208987,POINT (-74.00794044399998 40.740305610000064),-27404.5586374472,1093.22309255376,-74.00794044400004,40.7403056100001
142961419,05/16/2015,22:08:00,MANHATTAN,9,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK HISPANIC,989869,202646,POINT (-73.97972982599998 40.722899606000055),-19585.5586374472,-5247.77690744624,-73.97972982600002,40.7228996060001
81701068,11/15/2011,02:23:00,MANHATTAN,10,0,BAR/NIGHT CLUB,TRUE,45-64,M,BLACK,25-44,M,BLACK,982399.25,211453.25,POINT (-74.00668080699995 40.74707493100004),-27055.3086374472,3559.47309255376,-74.00668080700001,40.74707493099999
75356376,11/01/2010,23:20:00,MANHATTAN,6,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,WHITE,984024.75,204863.984375,POINT (-74.00081415399995 40.72898921600006),-25429.8086374472,-3029.79253244624,-74.00081415400001,40.728989216000095
65010708,08/23/2009,04:29:00,MANHATTAN,9,0,NA,TRUE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,989622.9375,205257.125,POINT (-73.98061545999997 40.730066663000066),-19831.6211374472,-2636.65190744624,-73.98061546000002,40.730066663000095
219687217,10/23/2020,23:15:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,18-24,M,BLACK,984002.6875,211785.203125,POINT (-74.00089401199995 40.747986249000064),-25451.8711374472,3891.42621755376,-74.00089401200003,40.7479862490001
35446119,11/01/2007,00:46:00,MANHATTAN,13,0,NA,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,988874,207673,POINT (-73.98331602599995 40.736698070000045),-20580.5586374472,-220.776907446241,-73.98331602600003,40.736698069999996
67824206,11/14/2009,04:20:00,MANHATTAN,9,0,NA,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,986447.0625,203566.28125,POINT (-73.99207482199995 40.725427067000055),-23007.4961374472,-4327.49565744624,-73.99207482200005,40.7254270670001
10879224,04/01/2006,03:47:00,MANHATTAN,13,0,NA,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK,986109.375,210621.609375,POINT (-73.99329119199996 40.74479228400003),-23345.1836374472,2727.83246755376,-73.99329119200003,40.74479228399999
138496679,09/01/2014,23:36:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,18-24,M,BLACK,984002.6875,211785.203125,POINT (-74.00089401199995 40.747986249000064),-25451.8711374472,3891.42621755376,-74.00089401200003,40.7479862490001
54760139,12/08/2008,03:50:00,MANHATTAN,13,0,NA,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,988874,207673,POINT (-73.98331602599995 40.736698070000045),-20580.5586374472,-220.776907446241,-73.98331602600003,40.736698069999996
73300652,06/18/2010,03:58:00,MANHATTAN,6,0,NA,FALSE,18-24,M,BLACK,18-24,M,BLACK,986159.8125,205842.328125,POINT (-73.99311052599995 40.731674328000054),-23294.7461374472,-2051.44878244624,-73.99311052600001,40.73167432800009
90699334,05/18/2013,00:04:00,MANHATTAN,6,0,NA,TRUE,25-44,M,WHITE HISPANIC,25-44,M,BLACK,984590.5,206429.640625,POINT (-73.99877283699993 40.73328655600005),-24864.0586374472,-1464.13628244624,-73.99877283699995,40.7332865560001
44936762,03/28/2008,00:30:00,MANHATTAN,10,0,NA,FALSE,UNKNOWN,M,BLACK,<18,M,BLACK,982992.5,210566.453125,POINT (-74.00453960199997 40.74464100000006),-26462.0586374472,2672.67621755376,-74.00453960200001,40.7446410000001
76808921,01/12/2011,09:08:00,MANHATTAN,9,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,989165.9375,202146.8125,POINT (-73.98226662299999 40.721529876000034),-20288.6211374472,-5746.96440744624,-73.98226662300003,40.721529876
74895036,10/04/2010,03:57:00,MANHATTAN,13,0,NA,TRUE,25-44,M,BLACK,18-24,M,BLACK,987269.25,208193.265625,POINT (-73.98910643499994 40.73812676400007),-22185.3086374472,299.488717553759,-73.98910643499991,40.73812676400011
73907883,07/30/2010,04:11:00,MANHATTAN,10,0,NA,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK HISPANIC,984267,211939,POINT (-73.99994009499994 40.74840838700004),-25187.5586374472,4045.22309255376,-73.99994009499993,40.748408387
73940040,08/02/2010,03:02:00,MANHATTAN,9,0,NA,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK,990477,203734,POINT (-73.97753534299996 40.725885496000046),-18977.5586374472,-4159.77690744624,-73.97753534299993,40.72588549599999
37401730,01/01/2008,05:13:00,MANHATTAN,10,0,NA,FALSE,UNKNOWN,M,WHITE HISPANIC,18-24,M,BLACK,983543.625,209704,POINT (-74.00255057199996 40.74227384200003),-25910.9336374472,1810.22309255376,-74.00255057200003,40.742273841999996
52438325,10/23/2008,18:23:00,MANHATTAN,13,0,NA,FALSE,18-24,M,BLACK,25-44,M,BLACK,990437.875,208520.046875,POINT (-73.97767209899996 40.73902204900003),-19016.6836374472,626.269967553759,-73.97767209900003,40.739022049000006
16631460,05/23/2006,23:03:00,MANHATTAN,10,0,BAR/NIGHT CLUB,TRUE,25-44,M,BLACK,18-24,M,WHITE HISPANIC,982499.4375,211690.828125,POINT (-74.00631929199994 40.747727043000054),-26955.1211374472,3797.05121755376,-74.00631929199992,40.74772704300008
48570133,07/24/2008,08:15:00,MANHATTAN,9,0,NA,FALSE,25-44,M,WHITE HISPANIC,18-24,M,ASIAN / PACIFIC ISLANDER,990439.9375,202897.0625,POINT (-73.97766982899998 40.72358833100003),-19014.6211374472,-4996.71440744624,-73.97766982900002,40.723588331
33569320,08/05/2007,03:07:00,MANHATTAN,9,0,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC,990377.8125,204681.3125,POINT (-73.97789233399999 40.72848570700006),-19076.7461374472,-3212.46440744624,-73.97789233400003,40.7284857070001
93636170,11/18/2013,01:18:00,MANHATTAN,10,2,NA,FALSE,18-24,M,BLACK,25-44,M,BLACK,984133.625,212014.953125,POINT (-74.00042145599997 40.74861685800005),-25320.9336374472,4121.17621755376,-74.00042145600001,40.7486168580001
52682620,11/01/2008,04:10:00,MANHATTAN,9,0,NA,FALSE,UNKNOWN,M,WHITE HISPANIC,18-24,M,BLACK,987624,203977,POINT (-73.98782842699995 40.72655401900005),-21830.5586374472,-3916.77690744624,-73.98782842700003,40.7265540190001
82140942,12/12/2011,10:52:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,18-24,M,WHITE HISPANIC,982669.75,209907.984375,POINT (-74.00570420999998 40.74283361500005),-26784.8086374472,2014.20746755376,-74.00570421000002,40.742833615000094
74788924,09/26/2010,21:30:00,MANHATTAN,9,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE,987756,204106.046875,POINT (-73.98735211899998 40.72690817100005),-21698.5586374472,-3787.73003244624,-73.987352119,40.7269081710001
24418565,09/20/2006,15:46:00,MANHATTAN,14,0,COMMERCIAL BLDG,FALSE,18-24,M,BLACK,25-44,F,ASIAN / PACIFIC ISLANDER,988317.5625,212069.671875,POINT (-73.98532123899997 40.748766114000034),-21136.9961374472,4175.89496755376,-73.98532123900002,40.74876611399999
184058460,06/17/2018,03:47:00,MANHATTAN,6,0,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,25-44,M,BLACK,984234.4375,204728.328125,POINT (-74.00005759799996 40.728616876000046),-25220.1211374472,-3165.44878244624,-74.00005759800003,40.728616876000004
138373703,08/21/2014,18:59:00,MANHATTAN,6,0,NA,TRUE,NA,NA,NA,45-64,M,ASIAN / PACIFIC ISLANDER,981550,207993,POINT (-74.00974436199994 40.737577187000056),-27904.5586374472,99.2230925537588,-74.00974436199992,40.7375771870001
191698518,12/31/2018,16:56:00,MANHATTAN,6,0,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,45-64,M,WHITE,982680.125,206254.453125,POINT (-74.00566591599994 40.73280557600003),-26774.4336374472,-1639.32378244624,-74.00566591599991,40.732805576
16631460,05/23/2006,23:03:00,MANHATTAN,10,0,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,18-24,M,BLACK,982499.4375,211690.828125,POINT (-74.00631929199994 40.747727043000054),-26955.1211374472,3797.05121755376,-74.00631929199992,40.74772704300008
35446119,11/01/2007,00:46:00,MANHATTAN,13,0,NA,FALSE,UNKNOWN,M,BLACK,<18,M,WHITE HISPANIC,988874,207673,POINT (-73.98331602599995 40.736698070000045),-20580.5586374472,-220.776907446241,-73.98331602600003,40.736698069999996
81701068,11/15/2011,02:23:00,MANHATTAN,10,0,BAR/NIGHT CLUB,FALSE,45-64,M,BLACK,45-64,M,BLACK,982399.25,211453.25,POINT (-74.00668080699995 40.74707493100004),-27055.3086374472,3559.47309255376,-74.00668080700001,40.74707493099999
146877501,10/12/2015,04:03:00,MANHATTAN,13,0,NA,TRUE,25-44,M,BLACK,25-44,F,BLACK,987111.5625,208704.234375,POINT (-73.98967523599998 40.739529299000026),-22342.9961374472,810.457467553759,-73.98967523600002,40.739529299
47487791,06/24/2008,02:09:00,MANHATTAN,5,2,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK HISPANIC,<18,M,WHITE HISPANIC,986929.125,202081.515625,POINT (-73.99033621399997 40.721351611000046),-22525.4336374472,-5812.26128244624,-73.99033621400002,40.721351610999996
10240257,01/29/2006,05:00:00,MANHATTAN,13,0,BAR/NIGHT CLUB,FALSE,UNKNOWN,M,WHITE HISPANIC,18-24,M,WHITE,985473.6875,209471.90625,POINT (-73.99558551899997 40.74163674600004),-23980.8711374472,1578.12934255376,-73.99558551900003,40.741636746000005
173875580,01/21/2018,16:38:00,MANHATTAN,14,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,987816.9375,211442.15625,POINT (-73.98712837399995 40.74704395600003),-21637.6211374472,3548.37934255376,-73.98712837400002,40.74704395599999
213649349,05/28/2020,22:11:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,25-44,M,BLACK,990324.1875,202686.171875,POINT (-73.97808761299996 40.72300956700008),-19130.3711374472,-5207.60503244624,-73.97808761300003,40.7230095670001
27415044,03/14/2007,21:26:00,MANHATTAN,6,0,NA,TRUE,25-44,M,WHITE,25-44,M,WHITE,984277.5625,205026.328125,POINT (-73.99990199999996 40.72943481300007),-25176.9961374472,-2867.44878244624,-73.99990200000005,40.7294348130001
201483470,08/22/2019,23:47:00,MANHATTAN,9,0,NA,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK,988940,205476,POINT (-73.98307939999995 40.73066780900007),-20514.5586374472,-2417.77690744624,-73.98307940000001,40.73066780900009
10879206,03/29/2006,20:05:00,MANHATTAN,9,0,NA,FALSE,<18,M,WHITE HISPANIC,18-24,M,BLACK,990905.25,204076.53125,POINT (-73.97598994099997 40.72682534900008),-18549.3086374472,-3817.24565744624,-73.97598994100001,40.7268253490001
27415044,03/14/2007,21:26:00,MANHATTAN,6,0,NA,TRUE,25-44,M,WHITE,25-44,M,WHITE HISPANIC,984277.5625,205026.328125,POINT (-73.99990199999996 40.72943481300007),-25176.9961374472,-2867.44878244624,-73.99990200000005,40.7294348130001
33075028,07/14/2007,03:55:00,MANHATTAN,6,0,NA,FALSE,25-44,F,BLACK,18-24,M,BLACK,982745.75,206647.390625,POINT (-74.00542921299996 40.73388410500007),-26708.8086374472,-1246.38628244624,-74.00542921300001,40.733884105000094
93979264,12/10/2013,05:15:00,MANHATTAN,10,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,984928.6875,210346.96875,POINT (-73.99755217599994 40.74403863400005),-24525.8711374472,2453.19184255376,-73.99755217599993,40.7440386340001
24814494,10/14/2006,03:45:00,MANHATTAN,10,0,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,25-44,M,BLACK,982411.625,210609.515625,POINT (-74.00663591499995 40.74475909300003),-27042.9336374472,2715.73871755376,-74.00663591500003,40.744759093000006
217773082,09/12/2020,01:23:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK,989421,202605.328125,POINT (-73.98134610299996 40.72278824500006),-20033.5586374472,-5288.44878244624,-73.98134610300004,40.72278824500011
35215533,10/21/2007,00:12:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,989421,202605.328125,POINT (-73.98134610299996 40.72278824500006),-20033.5586374472,-5288.44878244624,-73.98134610300004,40.72278824500011
25359022,11/18/2006,06:10:00,MANHATTAN,10,0,RESTAURANT/DINER,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,984276,211025.578125,POINT (-73.99990761599997 40.745901272000026),-25178.5586374472,3131.80121755376,-73.99990761600003,40.745901272
139565486,11/07/2014,20:52:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,18-24,M,BLACK HISPANIC,989298.875,202384.640625,POINT (-73.98178685699997 40.72218258100003),-20155.6836374472,-5509.13628244624,-73.98178685700002,40.72218258099999
81701068,11/15/2011,02:23:00,MANHATTAN,10,0,BAR/NIGHT CLUB,FALSE,45-64,M,BLACK,25-44,F,BLACK,982399.25,211453.25,POINT (-74.00668080699995 40.74707493100004),-27055.3086374472,3559.47309255376,-74.00668080700001,40.74707493099999
219063828,10/11/2020,01:07:00,MANHATTAN,9,0,NA,TRUE,<18,M,BLACK,25-44,M,BLACK,989361.6875,204786.109375,POINT (-73.98155842799997 40.72877399500004),-20092.8711374472,-3107.66753244624,-73.98155842800001,40.72877399499999
79008022,05/27/2011,22:13:00,MANHATTAN,9,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK HISPANIC,990397.9375,204360.78125,POINT (-73.97782001599995 40.72760591300005),-19056.6211374472,-3532.99565744624,-73.97782001600001,40.727605913000104
137944204,07/28/2014,13:08:00,MANHATTAN,6,0,STORE UNCLASSIFIED,FALSE,25-44,M,WHITE,UNKNOWN,M,UNKNOWN,983725.25,206175.234375,POINT (-74.00189485899995 40.73258826400007),-25729.3086374472,-1718.54253244624,-74.00189485900003,40.7325882640001
75202879,10/23/2010,04:44:00,MANHATTAN,13,0,RESTAURANT/DINER,TRUE,18-24,M,BLACK,25-44,M,BLACK,984731.6875,208134.09375,POINT (-73.99826327599999 40.73796485300005),-24722.8711374472,240.316842553759,-73.99826327600002,40.73796485300009
80259338,08/12/2011,03:12:00,MANHATTAN,5,0,NA,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,986762.4375,201651.84375,POINT (-73.99093771699995 40.72017231400008),-22692.1211374472,-6241.93315744624,-73.99093771700002,40.7201723140001
52438325,10/23/2008,18:23:00,MANHATTAN,13,0,NA,FALSE,18-24,M,BLACK,18-24,M,BLACK,990437.875,208520.046875,POINT (-73.97767209899996 40.73902204900003),-19016.6836374472,626.269967553759,-73.97767209900003,40.739022049000006
47334459,06/18/2008,19:50:00,MANHATTAN,9,0,NA,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK,989807.875,202534.21875,POINT (-73.97995043799995 40.72259283200003),-19646.6836374472,-5359.55815744624,-73.97995043800005,40.722592832
48570133,07/24/2008,08:15:00,MANHATTAN,9,0,NA,FALSE,25-44,M,WHITE HISPANIC,45-64,M,BLACK,990439.9375,202897.0625,POINT (-73.97766982899998 40.72358833100003),-19014.6211374472,-4996.71440744624,-73.97766982900002,40.723588331
